symbol,security,gics_sector,marketcap,Consecutive_Revenue_Growth_Years,Consecutive_EPS_Growth_Years,Consecutive_Profitable_Years,Consecutive_Positive_FCF_Years,Consecutive_ROE_Above_15pct_Years,CPI,Core_CPI,Unemployment_Rate,NFP,Real_GDP,Consumer_Sentiment,Growth_Score,Inflation_Score,Labor_Heat_Score,Macro_Regime_Score,Investment_Signal,Market_Regime,latest_price,total_return_10y,cagr_10y,volatility,momentum_12m,symbol_1,ai_fin_score,ai_price_score,ai_envi_score,ai_comment,final_score
RSG,Republic Services,Industrials,66605703961.0,0,0,10,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,213.5449981689453,3.9011934740571688,0.1723023502538077,0.18928308399977195,-0.021781973505905605,RSG,4.0,1.0,8.0,"Republic Services faces significant headwinds due to a hyperinflationary environment and a deteriorating macroeconomic outlook. The company demonstrates strong financial stability (high ROE, cash flow) but growth is severely hampered by a lack of profitability and a volatile market.  The SELL signal suggests a high risk of further decline, exacerbated by the bearish macro environment.",1.775
RMD,ResMed,Health Care,36567475973.0,0,0,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,251.47000122070312,3.3118999063201393,0.15737888900368113,0.31355180995536125,0.009838554759486584,RMD,4.0,1.0,8.0,"RMD faces significant headwinds due to a severe macroeconomic environment characterized by hyperinflation and a significant labor market downturn. The company's strong financial performance over a long period, coupled with a relatively low volatility, is currently undermined by a concerning lack of growth and a downward trend in price, suggesting a potential risk.",1.775
RVTY,Revvity,Health Care,11403319960.0,0,0,2,1,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,103.5199966430664,1.034191351633686,0.07360222426987484,0.3006754956054406,-0.1086619839237476,RVTY,4.0,1.0,4.0,"The RVTY stock presents a concerning profile given the extreme macroeconomic environment.  The company's financial performance is exceptionally strong, but the rapidly accelerating inflation and bearish market conditions significantly raise red flags.  The lack of growth and profitability, coupled with the volatile market, warrants caution and suggests a potential downturn.",1.475
HOOD,Robinhood Markets,Financials,103379744269.0,2,1,2,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,127.88999938964844,2.672889158831857,0.3490785729194019,0.7433709274419098,2.4067660167997067,HOOD,7.0,3.0,6.0,"Robinhood Markets (HOOD) demonstrates exceptionally strong financial performance, driven by consistent growth and profitability, but faces a challenging macroeconomic environment characterized by high inflation and a significant labor market downturn.  The SELL signal suggests a potential risk, warranting careful consideration of the investment's long-term prospects in light of the current market conditions.",2.7249999999999996
ROK,Rockwell Automation,Industrials,43154590948.0,6,0,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,392.0,2.766333523286293,0.14182556528363444,0.31001994303966307,0.32818316915427204,ROK,6.0,1.0,6.0,"Rockwell Automation exhibits exceptionally strong financial health, driven by consistent growth and robust profitability, but faces a challenging macroeconomic environment characterized by high inflation and a significant labor market downturn.  The stock's high volatility and lack of recent growth suggest potential risks, warranting careful consideration before investing.",2.125
ROL,"Rollins, Inc.",Industrials,29135884298.0,5,4,10,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,60.904998779296875,4.09239118603993,0.17679781766674063,0.24948234825503598,0.21011318425419145,ROL,7.0,3.0,6.0,"Rolls, Inc. exhibits exceptionally strong financial health with a consistent history of robust growth, impressive profitability, and a favorable macroeconomic environment. However, the current volatility and SELL signal warrant caution, suggesting potential headwinds requiring careful monitoring.  The high growth rate, coupled with a strong ROE and cash flow, is attractive, but the bear market conditions and elevated volatility raise concerns about long-term sustainability.",2.7249999999999996
ROP,Roper Technologies,Information Technology,47321719725.0,8,6,10,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,444.5000915527344,1.369150960030137,0.09009513653409296,0.22909984667778707,-0.21527418678606758,ROP,6.0,2.0,6.0,"ROP is exhibiting exceptionally strong financial performance, driven by consistent growth and profitability, but the current market environment – characterized by high inflation and a bear market – presents significant risks. The high growth rate, combined with a potentially unsustainable valuation, warrants careful consideration, suggesting a SELL recommendation due to increased volatility.",2.3
ROST,Ross Stores,Consumer Discretionary,56631649699.0,5,4,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,177.66000366210938,2.383355729212714,0.12964507594782892,0.31589858946248195,0.1471557387709419,ROST,7.0,3.0,6.0,"Ross Stores demonstrates exceptionally strong financial health and consistent growth, bolstered by a favorable macroeconomic environment. However, the bearish market conditions and elevated inflation rate warrant caution regarding the stock's potential for further decline.  The high growth rate and strong fundamentals suggest potential upside, but the volatility and risk profile necessitate careful consideration before investing.",2.7249999999999996
RCL,Royal Caribbean Group,Consumer Discretionary,69697254254.0,6,4,7,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,265.6766052246094,1.90356945600666,0.11249882250417542,0.5284086330140686,0.08857087553164433,RCL,7.0,2.0,6.0,"RCL is exhibiting exceptionally strong financial performance, driven by consistent growth and profitability, but the current macroeconomic environment – characterized by high inflation and a potential recession – warrants caution. The high volatility and sell signal suggest a significant risk, while the strong fundamentals and consistent growth rate are encouraging, but the bear market conditions necessitate careful monitoring.",2.55
SPGI,S&P Global,Financials,148141872000.0,6,4,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,493.4700012207031,4.153733694210999,0.17820794539220786,0.25696546215236526,-0.05557789899173027,SPGI,7.0,3.0,6.0,"SPGI demonstrates exceptionally strong financial health and consistent growth, but the current macroeconomic environment – characterized by high inflation and a weakening labor market – presents significant risks. The 1.55 Growth Score, 17.8% CAGR, and 4.3% EPS growth are encouraging, but the 25.7% volatility and SELL signal warrant caution. The Bear Market macro regime adds to the uncertainty.",2.7249999999999996
CRM,Salesforce,Information Technology,215932640000.0,9,4,7,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,235.72000122070312,1.949080449402167,0.11423062892051483,0.3493555578546661,-0.2856752986559281,CRM,7.0,2.0,6.0,"CRM demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by high inflation and a significant labor market downturn – presents considerable risk, necessitating a cautious investment approach due to the bearish market regime.",2.55
SBAC,SBA Communications,Real Estate,20573134549.0,8,5,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,187.6750030517578,0.7556127256586098,0.05790390084764896,0.2757989346402944,-0.1704972240806285,SBAC,7.0,2.0,6.0,SBAC มีคุณภาพทางการเงินที่ดีอย่างมาก (7) ด้วยผลตอบแทนที่สูงและอัตราส่วนที่แข็งแกร่ง (7) แต่สภาพแวดล้อมเศรษฐกิจมหภาคที่ผันผวนอย่างรุนแรง (6) และราคาปัจจุบันที่ต่ำกว่าค่าเฉลี่ย (2) ทำให้มีความเสี่ยงสูงและควรระมัดระวังการลงทุน,2.55
SLB,Schlumberger,Energy,48253095469.0,6,0,7,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,36.25,-0.5154390966045981,-0.06989810524475193,0.40148249466207814,-0.17501135336937879,SLB,6.0,1.0,6.0,"SLB, a leading energy services company, exhibits concerning financial stability and growth, significantly hampered by a deteriorating macroeconomic environment and a volatile market.  Despite strong historical performance, the current situation presents significant risks due to the extreme inflation and bearish market conditions, warranting a cautious sell recommendation.",2.125
STX,Seagate Technology,Information Technology,54111354672.0,5,5,8,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,266.67999267578125,6.896949631650713,0.22958405881450572,0.4132583488495036,1.6317969787507853,STX,7.0,3.0,6.0,"Seagate Technology demonstrates exceptionally strong financial health with a consistent history of robust growth, high profitability, and a favorable macroeconomic environment. However, the current market conditions – a significant inflationary environment and a bearish market – warrant caution due to the potential for further volatility and a potential shift towards a bear market.",2.7249999999999996
SRE,Sempra,Utilities,61293321637.0,5,0,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,90.7699966430664,0.8723184302835347,0.06473541671908145,0.24921265845270818,-0.03095976921712329,SRE,6.0,1.0,4.0,"Sempra exhibits concerning financial health with a history of exceptional growth and profitability, but is significantly impacted by a rapidly increasing inflation environment and a bearish macroeconomic outlook.  The negative momentum in price suggests potential vulnerability, requiring careful monitoring.",1.975
NOW,ServiceNow,Information Technology,169694720000.0,9,3,7,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,832.6300048828125,8.452038137100805,0.251889228145606,0.3971004370524189,-0.20659584981386558,NOW,7.0,2.0,4.0,"ServiceNow, a leading IT services company, exhibits exceptionally strong financial health with a remarkable track record of consistent growth, high profitability, and robust free cash flow. However, the current macroeconomic environment – characterized by hyperinflation and a significant labor market downturn – presents considerable risk, necessitating a cautious investment approach due to the bearish market regime.",2.4
SHW,Sherwin-Williams,Materials,83788007394.0,5,5,10,0,4,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,337.6400146484375,2.807827017263753,0.1430774866021518,0.2641198919832219,-0.15037740353768925,SHW,7.0,3.0,6.0,"Sherwin-Williams demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by significant inflation and a weakening labor market – presents a significant risk, warranting cautious investment consideration due to the bearish market regime.",2.7249999999999996
SPG,Simon Property Group,Real Estate,59633021160.0,6,2,10,9,6,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,182.23500061035156,0.002999604610171458,0.0002995973540771413,0.3719514575285251,-0.007434670194915283,SPG,7.0,3.0,6.0,"Simon Property Group exhibits strong financial health with a consistent history of robust growth, impressive profitability, and a favorable macroeconomic environment. However, the current market conditions – characterized by high inflation and a bear market – warrant caution due to the SELL signal and volatility.  The 10-year ROE and 9-year EPS growth are particularly noteworthy, suggesting a potentially resilient business.",2.7249999999999996
SWKS,Skyworks Solutions,Information Technology,9374259309.0,4,5,10,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,67.22000122070312,-0.1943911882324456,-0.021386651076468643,0.3971566588715032,-0.23256074858831366,SWKS,7.0,2.0,6.0,"Skyworks Solutions (SWKS) exhibits exceptionally strong financial health, demonstrating robust growth and consistent profitability over a long period. However, the current macroeconomic environment – characterized by high inflation and a significant labor market downturn – presents considerable risk, warranting caution with a SELL signal and a bearish outlook.",2.55
SJM,J.M. Smucker Company (The),Consumer Staples,11124061633.0,0,0,0,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,101.29000091552734,-0.1580216263839297,-0.01705533250858693,0.24020376490745268,-0.1400798019505316,SJM,3.0,1.0,8.0,"SJM, a consumer staples company, faces significant headwinds due to a severe inflationary environment and a bearish macroeconomic outlook.  The company's poor financial performance, coupled with a declining market capitalization and a lack of growth, warrants careful consideration.  The extreme volatility and negative momentum suggest a high risk of further decline.",1.525
SW,Smurfit Westrock,Materials,17602901083.0,0,0,0,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,34.560699462890625,0.3272157545233607,0.02871680869140425,0.4238545692208219,-0.3718520687868535,SW,3.0,1.0,4.0,"SW is exhibiting significant negative trends across multiple financial metrics, reflecting a challenging macroeconomic environment.  The company's poor financial performance, coupled with a volatile market, warrants caution and suggests a potential downturn.  The bearish market conditions exacerbate existing concerns about the company's long-term prospects.",1.225
SNA,Snap-on,Industrials,17319556632.0,5,6,10,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,340.3699951171875,0.996304956699047,0.07158542738297902,0.273127702578054,-0.07930971119205688,SNA,7.0,3.0,6.0,Snap-on มีคุณภาพทางการเงินที่ดีอย่างมาก โดยมีผลประกอบการที่แข็งแกร่งและอัตราการเติบโตที่สูงมากในระยะยาว แม้ว่าสภาพเศรษฐกิจมหภาคจะอยู่ในช่วงที่ท้าทาย แต่หุ้นยังคงมีศักยภาพในการเติบโตอย่างต่อเนื่อง โดยมีผลตอบแทนที่สูงและราคาที่ปรับตัวตามสภาพตลาดที่ผันผวน,2.7249999999999996
SOLV,Solventum,Health Care,14462057303.0,0,0,1,1,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,86.56999969482422,0.08212499618530278,0.04791100403945503,0.32771721656456976,0.21059987566359784,SOLV,4.0,1.0,4.0,"Solv เป็นหุ้นที่มีความน่าสนใจน้อยมาก เนื่องจากมีแนวโน้มการเติบโตที่ต่ำมาก, สภาพเศรษฐกิจมหภาคที่อยู่ในภาวะถดถอย (CPI, GDP ต่ำ), และราคาปัจจุบันต่ำกว่าค่าเฉลี่ยที่น่าสนใจอย่างมาก ทำให้มีความเสี่ยงสูงและควรระวังการลงทุน",1.475
SO,Southern Company,Utilities,98152485705.0,4,4,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,88.51000213623047,1.0033952359629414,0.07196546764404754,0.21897079193464633,-0.0069560769246374,SO,6.0,2.0,6.0,"Southern Company demonstrates exceptionally strong financial health and consistent growth, but faces a challenging macroeconomic environment characterized by significant inflation and a potential recession. The high volatility and negative momentum suggest a significant risk, warranting cautious investment consideration.",2.3
LUV,Southwest Airlines,Industrials,17210921062.0,4,0,7,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,35.349998474121094,-0.2524847158014293,-0.028684593345901344,0.3661812320578031,0.09239795449240717,LUV,4.0,1.0,8.0,"SW southwest Airlines exhibits concerning financial health with a history of exceptional growth, but significantly hampered by a volatile and pessimistic macroeconomic environment.  The company's performance is severely impacted by a rapidly increasing inflation rate and a declining consumer confidence, creating a high risk of further losses.",1.775
SWK,Stanley Black & Decker,Industrials,10406720731.0,0,0,8,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,70.69000244140625,-0.3472157923745086,-0.041759708365686876,0.3594150665958886,-0.20972604971346054,SWK,4.0,1.0,4.0,"Stanley Black & Decker exhibits concerning financial health with a prolonged period of profitability, but significantly diminished growth and a volatile market. The macroeconomic environment is characterized by high inflation and a recessionary outlook, negatively impacting investor confidence.  The stock's performance is currently underperforming, suggesting a potential risk.",1.475
SBUX,Starbucks,Consumer Discretionary,94765914000.0,6,0,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,84.9800033569336,0.42703617876869515,0.0362048310682479,0.2921566257015983,-0.17060312203524186,SBUX,6.0,1.0,6.0,"Starbucks faces significant headwinds due to a rapidly accelerating inflation environment, coupled with a concerning economic downturn. While the company demonstrates robust financial performance over a long period, the current macroeconomic conditions and a declining growth rate raise concerns about its long-term viability.  The SELL signal suggests a potential risk, warranting careful monitoring.",2.125
STT,State Street Corporation,Financials,32148861384.0,6,4,10,5,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,119.9000015258789,0.6806841558834891,0.053299062776759554,0.33259197537537283,0.21713530530704883,STT,7.0,3.0,6.0,"State Street Corporation demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by high inflation and a significant labor market downturn – presents a significant risk, warranting a cautious approach with a SELL recommendation due to volatility.",2.7249999999999996
STLD,Steel Dynamics,Materials,23539358922.0,6,5,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,169.02000427246094,8.98346138368283,0.2587567009700751,0.39323888688593533,0.16348867144972146,STLD,7.0,3.0,6.0,"Steel Dynamics (STLD) exhibits exceptionally strong financial health, demonstrating robust growth and consistent profitability over a long period. However, the current macroeconomic environment – characterized by high inflation and a potential recession – presents significant risks, warranting cautious investment consideration.  The company's high ROE and cash flow generation are reassuring, but the volatile market and inflationary pressures necessitate careful monitoring.",2.7249999999999996
STE,Steris,Health Care,25820515128.0,7,4,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,259.8949890136719,2.5345436329158213,0.1345949390521186,0.2506087293420345,0.1864100790202723,STE,7.0,2.0,6.0,"Steris demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by significant inflation and a recessionary outlook – presents considerable risk, necessitating a cautious investment approach due to the bearish market regime.",2.55
SYK,Stryker Corporation,Health Care,141580882963.0,5,0,9,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,369.09991455078125,2.9868212059915056,0.14834107458264167,0.25945696166644727,-0.05877873187418092,SYK,6.0,2.0,6.0,"Stryker Corporation demonstrates strong financial stability and consistent growth over a long period, but faces significant headwinds from a rapidly increasing inflation environment and a concerning macroeconomic downturn.  The negative momentum in price performance suggests potential vulnerability to broader market concerns.",2.3
SMCI,Supermicro,Information Technology,19891078152.0,0,0,10,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,33.540000915527344,11.704545296502841,0.28946936008795077,0.6883658892477568,0.027573576676117595,SMCI,4.0,1.0,2.0,"Supermicro faces significant headwinds due to a severe macroeconomic environment characterized by hyperinflation and a significant labor market downturn. The company's financial performance is exceptionally poor, with a near-zero growth rate and a volatile stock price, suggesting a high risk of further decline.  The bearish market conditions exacerbate these concerns.",1.325
SYF,Synchrony Financial,Financials,27725728477.0,5,5,10,4,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,78.54000091552734,1.526214233839101,0.09711594779064892,0.39421636662472853,0.16321097186536337,SYF,7.0,2.0,6.0,"Synchrony Financial exhibits exceptionally strong financial health, demonstrating robust growth and consistent profitability over a long period. However, the current macroeconomic environment – characterized by significant inflation and a potential recession – warrants caution due to the bearish market regime.  The company's performance is currently under pressure, suggesting a potential shift in investor sentiment.",2.55
SNPS,Synopsys,Information Technology,75159485556.0,8,0,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,446.7200927734375,8.592443540923748,0.25373678648547116,0.3394634383234795,-0.20012873894844974,SNPS,4.0,2.0,8.0,"Synopsys, despite a strong historical track record, faces significant headwinds due to a rapidly deteriorating macroeconomic environment and a concerning lack of growth. The extreme inflation, coupled with a weak labor market and a bearish market outlook, presents substantial risks to the company's long-term viability.  The negative momentum in the price suggests a potential downturn, requiring careful monitoring.",1.9500000000000002
SYY,Sysco,Consumer Staples,35770920883.0,5,0,9,0,5,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,74.44999694824219,0.8378178235733988,0.06275673159756079,0.2979643902893925,-0.03449622151542664,SYY,7.0,2.0,6.0,"Sysco demonstrates exceptionally strong financial health with a sustained history of robust earnings, high free cash flow, and impressive ROE. However, the current macroeconomic environment – characterized by significant inflation and a weakening labor market – presents considerable risk, necessitating a cautious approach to the stock.  The negative momentum in the price suggests potential instability.",2.55
TMUS,T-Mobile US,Communication Services,231911163835.0,6,0,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,208.8000030517578,5.041666514895587,0.1970888064213414,0.2626792318683322,-0.15445046980064836,TMUS,6.0,1.0,4.0,"TMUS exhibits exceptionally strong financial performance over a long period, but its growth trajectory has been severely hampered by a rapidly increasing inflation environment. The bearish macro regime and significant volatility suggest a high risk of further decline.  The negative momentum suggests a concerning trend, warranting careful consideration before investing.",1.975
TROW,T. Rowe Price,Financials,21921906650.0,7,5,10,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,102.77010345458984,0.36716916267063127,0.03177282451355112,0.29951035580669644,-0.17013802895966446,TROW,7.0,3.0,6.0,"T. Rowe Price exhibits exceptionally strong financial health and consistent performance, particularly in a challenging macroeconomic environment.  Despite a significant economic downturn, the company demonstrates robust profitability and a resilient business model. However, the bearish macro environment and a SELL signal suggest heightened risk, warranting careful monitoring.",2.7249999999999996
TTWO,Take-Two Interactive,Communication Services,44175075366.0,6,3,0,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,248.6199951171875,5.948574723290508,0.21395083932634407,0.3386959040401348,0.3197791096345344,TTWO,4.0,1.0,4.0,"The Take-Two Interactive (TTWO) stock presents a concerning picture given the extreme macro environment.  The company exhibits significant financial distress, with a near-zero growth rate and a volatile price.  The current market conditions – a hyper-inflationary CPI and a recessionary outlook – exacerbate these issues, suggesting a high risk of further decline.  The Sell signal highlights a significant concern regarding the company's long-term viability.",1.475
TPR,"Tapestry, Inc.",Consumer Discretionary,21629432289.0,0,0,7,5,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,109.80000305175781,2.675929024666736,0.139054363923083,0.439476070339187,0.763005863902771,TPR,6.0,1.0,4.0,"Tapestry, Inc. exhibits concerning financial health with a history of consistent profitability and strong cash flow, but the negative macroeconomic environment and a significant decline in growth suggest a high risk of further deterioration. The bearish market conditions and inflationary pressures are particularly worrisome, demanding careful consideration of the company's long-term prospects.",1.975
TRGP,Targa Resources,Energy,36461903681.0,0,0,6,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,173.7949981689453,3.8249582443157886,0.1704657601565911,0.520153974086035,-0.1493147549052375,TRGP,4.0,1.0,4.0,"The TRGP stock exhibits concerning negative signals across multiple dimensions.  The exceptionally low financial quality, coupled with a severely negative macroeconomic outlook and a volatile market, warrants extreme caution.  The lack of growth and profitability, combined with the severe inflation and economic downturn, suggests a significant risk.",1.475
TGT,Target Corporation,Consumer Staples,38414903972.0,6,0,9,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,89.7699966430664,0.226533592684788,0.020631948659349586,0.33076341172827933,-0.32151766080026123,TGT,6.0,1.0,4.0,"Target Corporation exhibits exceptionally strong financial stability and consistent performance, but faces significant headwinds driven by a rapidly accelerating inflation environment and a concerning macroeconomic outlook.  The company's high growth rate is significantly diminished by the current economic climate, suggesting a potential vulnerability to market downturns.  The SELL signal highlights a high level of risk associated with this investment.",1.975
TEL,TE Connectivity,Information Technology,64789297647.0,6,5,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,228.8800048828125,2.4673533930578175,0.1324191472105518,0.2745733733998198,0.5145580484258567,TEL,7.0,3.0,6.0,"TE Connectivity มีคุณภาพทางการเงินที่ดีอย่างมาก, มีการเติบโตที่แข็งแกร่งและผลตอบแทนที่สูงมากในระยะยาว, แต่สภาพเศรษฐกิจมหภาคที่ผันผวนและอัตราเงินเฟ้อสูงทำให้เกิดความเสี่ยงที่ต้องระวังเป็นพิเศษ และราคาหุ้นปัจจุบันอยู่ในระดับที่น่าสนใจเมื่อเทียบกับความเสี่ยงที่ยอมรับได้",2.7249999999999996
TDY,Teledyne Technologies,Information Technology,23116318449.0,6,5,9,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,496.67999267578125,4.466431755880873,0.18516957247286125,0.27478389835460926,0.023533740016351112,TDY,7.0,3.0,6.0,"TDY exhibits exceptionally strong financial performance, driven by consistent growth and robust free cash flow. However, the current macroeconomic environment – characterized by high inflation and a significant labor market downturn – presents considerable risk, warranting a cautious approach to the stock.  The bearish market conditions exacerbate these concerns, suggesting a potential for further price declines.",2.7249999999999996
TER,Teradyne,Information Technology,25992280049.0,5,4,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,188.8625030517578,8.267051561775123,0.24941695872714886,0.4248508165813452,0.7169318459250711,TER,7.0,3.0,6.0,"TER exhibits exceptionally strong financial performance, driven by consistent growth and profitability across multiple years. However, the current macroeconomic environment – characterized by hyperinflation and a significant labor market downturn – presents considerable risk, warranting a cautious investment approach.  The volatile market and low momentum suggest potential for significant price declines.",2.7249999999999996
TSLA,"Tesla, Inc.",Consumer Discretionary,1389460731589.0,6,4,7,5,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,425.0950012207031,26.400735006646336,0.39250225087506574,0.5929146230269253,0.23158823939764828,TSLA,7.0,2.0,6.0,"Tesla demonstrates exceptionally strong financial performance and growth, driven by a robust and consistently expanding business model, despite a challenging macroeconomic environment characterized by high inflation and a significant labor market downturn. However, the current price action suggests heightened risk due to the bear market conditions and a potential shift in investor sentiment, warranting careful consideration of SELL-based investment strategy.",2.55
TXN,Texas Instruments,Information Technology,146524548205.0,6,6,10,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,170.60000610351562,1.9571851302581278,0.11453650630454071,0.2979593663889226,-0.15137040670825042,TXN,7.0,3.0,6.0,"Texas Instruments (TXN) demonstrates strong financial health with a consistent history of growth and profitability, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by high inflation and a weakening labor market – presents significant risks, leading to a SELL recommendation due to potential volatility and a bearish market outlook.",2.7249999999999996
TPL,Texas Pacific Land Corporation,Energy,20146508335.0,6,2,10,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,868.739990234375,16.248311485293094,0.32950994748573503,0.46312180055439545,-0.4570680344283009,TPL,7.0,2.0,6.0,"Texas Pacific Land Corporation (TPL) exhibits exceptionally strong financial health, demonstrating consistent and robust growth across multiple metrics, particularly in a challenging macroeconomic environment. However, the volatile market and bearish macro regime warrant caution, suggesting potential for significant downside risk.  The high growth rate and strong fundamentals are currently overshadowed by the significant inflationary pressures and market downturn.",2.55
